date,latitude,longitude,wind_speed_10m_max,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_hours,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min
2015-01-01 00:00:00+00:00,41.12537,-98.268082,14.799459,3.0,-8.058084,1.7065,-13.5935,0.0,52.123367,63.350414,30.749628
2015-01-02 00:00:00+00:00,41.12537,-98.268082,9.746631,2.0,-4.5622497,1.5065,-8.8435,0.0,61.4682,85.76389,34.517986
2015-01-03 00:00:00+00:00,41.12537,-98.268082,35.16225,3.0,-4.7685,1.1565,-9.393499,0.0,62.76547,72.6774,45.084953
2015-01-04 00:00:00+00:00,41.12537,-98.268082,34.726475,73.0,-15.433083,-11.0935,-19.4935,8.0,61.243153,72.40049,47.52045
2015-01-05 00:00:00+00:00,41.12537,-98.268082,24.850431,71.0,-14.141415,-6.7935004,-17.6435,0.0,61.394535,68.11053,54.394997
2015-01-06 00:00:00+00:00,41.12537,-98.268082,33.994755,3.0,-10.289333,-4.5435004,-15.6935,0.0,68.70754,79.24184,53.388824
2015-01-07 00:00:00+00:00,41.12537,-98.268082,27.333935,71.0,-14.3185005,-7.0435004,-18.543499,0.0,63.835987,73.95811,50.861504
2015-01-08 00:00:00+00:00,41.12537,-98.268082,38.017094,3.0,-9.795584,3.0065,-22.043499,0.0,63.03394,73.41525,56.313927
2015-01-09 00:00:00+00:00,41.12537,-98.268082,34.366333,1.0,-11.760166,-6.2435,-16.3935,0.0,57.72586,70.15942,33.66487
2015-01-10 00:00:00+00:00,41.12537,-98.268082,24.881702,3.0,-6.9914165,4.4065,-14.0435,0.0,49.589695,61.89878,39.849087
2015-01-11 00:00:00+00:00,41.12537,-98.268082,17.902534,3.0,-6.4059997,0.1065,-11.143499,0.0,74.69755,87.82415,48.931263
2015-01-12 00:00:00+00:00,41.12537,-98.268082,19.829433,3.0,-11.03725,-6.5435004,-13.893499,0.0,58.26708,76.766304,35.9346
2015-01-13 00:00:00+00:00,41.12537,-98.268082,16.071491,3.0,-12.251832,-2.7935,-16.543499,0.0,53.433193,69.95458,27.784578
2015-01-14 00:00:00+00:00,41.12537,-98.268082,15.408671,3.0,-4.2914166,3.8565,-9.1935,0.0,54.856594,83.064514,32.57039
2015-01-15 00:00:00+00:00,41.12537,-98.268082,20.390114,2.0,-0.08100029,7.8564997,-3.7935,0.0,61.774704,78.76665,39.189747
2015-01-16 00:00:00+00:00,41.12537,-98.268082,18.335276,3.0,2.27525,12.3065,-2.4435,0.0,57.778156,81.395424,26.886703
2015-01-17 00:00:00+00:00,41.12537,-98.268082,43.649166,3.0,5.6565,9.2065,2.5065,0.0,51.61825,71.09223,30.745646
2015-01-18 00:00:00+00:00,41.12537,-98.268082,22.768396,3.0,3.6315,11.3065,-2.1435,0.0,46.26652,63.49531,29.25504
2015-01-19 00:00:00+00:00,41.12537,-98.268082,19.134262,3.0,4.0835834,12.356501,-1.6935,0.0,63.53758,84.14598,34.155228
2015-01-20 00:00:00+00:00,41.12537,-98.268082,26.758923,2.0,3.0606668,9.0065,-0.6935,0.0,54.622696,67.67812,32.77649
2015-01-21 00:00:00+00:00,41.12537,-98.268082,24.967497,3.0,1.7669166,5.0065,-1.1435,0.0,56.98816,74.53028,42.337353
2015-01-22 00:00:00+00:00,41.12537,-98.268082,13.493999,3.0,-0.43308344,4.6064997,-3.6935,0.0,67.41125,86.47139,42.904716
2015-01-23 00:00:00+00:00,41.12537,-98.268082,17.551615,2.0,0.48983327,9.356501,-4.3435,0.0,52.810337,72.56478,22.187193
2015-01-24 00:00:00+00:00,41.12537,-98.268082,20.478907,51.0,3.5231664,11.2065,-0.1435,2.0,65.48827,82.69367,35.29707
2015-01-25 00:00:00+00:00,41.12537,-98.268082,35.951363,51.0,5.1710825,8.0065,3.0065,1.0,71.90972,83.376724,55.525375
2015-01-26 00:00:00+00:00,41.12537,-98.268082,23.424908,3.0,5.3440003,15.4565,-2.1935,0.0,65.08231,88.12355,37.218197
2015-01-27 00:00:00+00:00,41.12537,-98.268082,15.111424,0.0,4.629417,14.0565,-1.8435,0.0,73.64437,90.84999,49.70058
2015-01-28 00:00:00+00:00,41.12537,-98.268082,22.42427,3.0,6.2377496,18.206501,-2.0435,0.0,77.120346,97.44799,33.945354
2015-01-29 00:00:00+00:00,41.12537,-98.268082,38.3176,3.0,4.910667,13.5565,1.0565,0.0,57.858074,68.22716,45.34766
2015-01-30 00:00:00+00:00,41.12537,-98.268082,20.969805,3.0,-1.0810002,6.3564997,-5.6435003,0.0,72.42469,89.16008,47.3592
2015-01-31 00:00:00+00:00,41.12537,-98.268082,19.171478,73.0,1.0877501,2.9565,0.3565,13.0,84.95751,98.20747,59.376427
2015-02-01 00:00:00+00:00,41.12537,-98.268082,39.067875,73.0,-7.3851676,0.20650001,-14.3435,23.0,86.31724,99.27658,74.49613
2015-02-02 00:00:00+00:00,41.12537,-98.268082,25.6233,3.0,-17.005999,-5.4435,-24.043499,0.0,76.25901,79.101105,73.94752
2015-02-03 00:00:00+00:00,41.12537,-98.268082,18.899143,3.0,-5.7726665,2.3565,-12.9935,0.0,84.820984,89.590836,80.029816
2015-02-04 00:00:00+00:00,41.12537,-98.268082,29.934166,75.0,-7.0539155,1.3565,-11.893499,7.0,81.95571,87.218056,74.04655
2015-02-05 00:00:00+00:00,41.12537,-98.268082,21.2522,3.0,-14.5435,-1.9935,-23.2435,0.0,79.23969,84.02571,74.03138
2015-02-06 00:00:00+00:00,41.12537,-98.268082,18.709612,3.0,0.4169167,3.3565,-2.6935,0.0,81.11333,86.11879,77.46753
2015-02-07 00:00:00+00:00,41.12537,-98.268082,22.065973,3.0,4.8273335,11.2565,1.4565,0.0,74.51858,84.82211,58.388123
2015-02-08 00:00:00+00:00,41.12537,-98.268082,29.379175,3.0,9.066916,17.0065,2.7065,0.0,61.329132,83.59818,41.588875
2015-02-09 00:00:00+00:00,41.12537,-98.268082,18.089775,3.0,2.3273332,11.7565,-3.0435,0.0,89.235725,98.90183,61.545956
2015-02-10 00:00:00+00:00,41.12537,-98.268082,23.087763,3.0,5.783583,15.106501,1.0065,0.0,83.90887,96.84021,51.415813
2015-02-11 00:00:00+00:00,41.12537,-98.268082,27.897097,2.0,1.8085831,12.9565,-5.4435,0.0,58.22463,81.32808,36.074596
2015-02-12 00:00:00+00:00,41.12537,-98.268082,24.336637,3.0,-6.8143334,1.9065,-13.143499,0.0,39.886753,57.926407,25.312315
2015-02-13 00:00:00+00:00,41.12537,-98.268082,17.610588,3.0,-0.018499851,12.106501,-5.8435,0.0,47.371693,78.55579,27.753212
2015-02-14 00:00:00+00:00,41.12537,-98.268082,26.302181,3.0,-0.6872502,8.356501,-4.7935004,0.0,63.89774,90.56565,17.90925
2015-02-15 00:00:00+00:00,41.12537,-98.268082,17.015474,3.0,-7.7935004,-4.6935,-10.143499,0.0,27.465723,35.26223,17.718903
2015-02-16 00:00:00+00:00,41.12537,-98.268082,21.068459,3.0,-3.345584,4.4564996,-7.6435003,0.0,45.872757,56.086758,36.255527
2015-02-17 00:00:00+00:00,41.12537,-98.268082,32.76791,73.0,-3.2789166,1.8565,-6.0435004,3.0,63.758087,89.865005,19.119223
2015-02-18 00:00:00+00:00,41.12537,-98.268082,27.288855,1.0,-7.6580825,-3.8935,-11.6935,0.0,28.761236,39.330738,21.102959
2015-02-19 00:00:00+00:00,41.12537,-98.268082,22.930048,3.0,-6.855999,-0.7435,-10.3435,0.0,29.304033,34.85967,23.332335
2015-02-20 00:00:00+00:00,41.12537,-98.268082,19.137648,51.0,-0.90183324,8.606501,-5.9935,3.0,48.14326,64.62082,32.478947
2015-02-21 00:00:00+00:00,41.12537,-98.268082,23.40277,51.0,0.85649997,5.8065,-2.0935,1.0,76.830185,92.90135,41.551983
2015-02-22 00:00:00+00:00,41.12537,-98.268082,21.407139,3.0,-7.131,-1.5435,-9.9935,0.0,36.599045,47.08706,19.638937
2015-02-23 00:00:00+00:00,41.12537,-98.268082,22.159746,3.0,-9.766416,-1.4935,-14.643499,0.0,25.53573,34.072,16.91345
