date,latitude,longitude,wind_speed_10m_max,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_hours,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min
2015-01-01 00:00:00+00:00,32.806671,-86.79113,8.905908,53.0,5.943249,12.0995,2.0495,3.0,74.61085,84.892395,58.68663
2015-01-02 00:00:00+00:00,32.806671,-86.79113,12.287555,63.0,8.7161665,11.2994995,6.5994997,11.0,95.0308,99.65685,88.09266
2015-01-03 00:00:00+00:00,32.806671,-86.79113,19.803272,61.0,14.155751,19.4995,11.1495,6.0,97.52477,99.041664,92.49136
2015-01-04 00:00:00+00:00,32.806671,-86.79113,21.605999,65.0,15.4995,18.9995,10.4995,13.0,87.86011,100.0,56.97726
2015-01-05 00:00:00+00:00,32.806671,-86.79113,19.201874,3.0,5.987,9.6495,1.2995,0.0,56.137234,65.9772,41.198547
2015-01-06 00:00:00+00:00,32.806671,-86.79113,11.753877,3.0,5.2390833,11.8495,0.9495,0.0,61.312634,74.18729,43.21284
2015-01-07 00:00:00+00:00,32.806671,-86.79113,24.40046,2.0,3.5390832,7.3995,0.6495,0.0,62.06351,77.3493,41.62999
2015-01-08 00:00:00+00:00,32.806671,-86.79113,23.441502,0.0,-4.0650826,0.49949998,-8.0005,0.0,31.72186,44.649963,24.917511
2015-01-09 00:00:00+00:00,32.806671,-86.79113,10.587917,3.0,-1.2588334,4.2995,-4.4005003,0.0,47.62679,56.53608,35.25969
2015-01-10 00:00:00+00:00,32.806671,-86.79113,14.154915,3.0,0.5557499,6.7995,-3.0505002,0.0,45.76707,57.266846,34.828705
2015-01-11 00:00:00+00:00,32.806671,-86.79113,13.556282,53.0,5.007833,12.4995,0.99950004,1.0,70.183136,83.69768,59.12644
2015-01-12 00:00:00+00:00,32.806671,-86.79113,15.042659,61.0,11.278667,14.6495,9.2994995,5.0,95.99924,100.0,86.237885
2015-01-13 00:00:00+00:00,32.806671,-86.79113,13.339445,51.0,8.582833,13.4995,6.0994997,3.0,92.66211,100.0,79.672005
2015-01-14 00:00:00+00:00,32.806671,-86.79113,11.304229,3.0,5.4745,8.7495,3.7995,0.0,74.011795,79.323425,64.39413
2015-01-15 00:00:00+00:00,32.806671,-86.79113,7.289444,53.0,3.7265825,7.1495,2.0495,8.0,87.454414,97.25452,77.97094
2015-01-16 00:00:00+00:00,32.806671,-86.79113,11.720751,3.0,3.853667,11.3995,-1.3005,0.0,79.02626,94.10577,49.272213
2015-01-17 00:00:00+00:00,32.806671,-86.79113,12.496719,3.0,6.90575,14.8995,1.9995,0.0,72.49024,88.82433,46.39841
2015-01-18 00:00:00+00:00,32.806671,-86.79113,14.84318,2.0,9.320334,15.1495,6.0994997,0.0,73.197395,97.61684,36.025997
2015-01-19 00:00:00+00:00,32.806671,-86.79113,12.313894,2.0,9.109917,17.2495,3.2494998,0.0,61.497295,78.01391,40.790455
2015-01-20 00:00:00+00:00,32.806671,-86.79113,13.53236,3.0,10.999499,17.8495,6.3494997,0.0,72.36094,89.190315,53.951206
2015-01-21 00:00:00+00:00,32.806671,-86.79113,11.525623,2.0,11.3099165,16.5495,6.5495,0.0,74.36419,97.28589,42.79151
2015-01-22 00:00:00+00:00,32.806671,-86.79113,15.021105,3.0,9.662,13.6495,7.4995,0.0,60.16727,69.76018,43.175888
2015-01-23 00:00:00+00:00,32.806671,-86.79113,26.932714,63.0,8.701583,11.4995,6.4995,19.0,93.080864,100.0,57.182804
2015-01-24 00:00:00+00:00,32.806671,-86.79113,18.671474,51.0,6.112,9.8495,1.9495,2.0,81.322075,98.99975,47.44483
2015-01-25 00:00:00+00:00,32.806671,-86.79113,20.608229,1.0,6.88075,15.1995,1.7495,0.0,67.735176,85.948685,44.716225
2015-01-26 00:00:00+00:00,32.806671,-86.79113,20.87379,53.0,7.5057507,11.9495,5.8995,4.0,73.27999,92.00303,48.09099
2015-01-27 00:00:00+00:00,32.806671,-86.79113,18.875126,1.0,6.822417,13.3495,3.1495,0.0,67.4133,86.45328,46.895054
2015-01-28 00:00:00+00:00,32.806671,-86.79113,12.245294,1.0,6.2890835,12.8495,0.9495,0.0,67.50229,83.38087,46.809933
2015-01-29 00:00:00+00:00,32.806671,-86.79113,16.267857,3.0,9.209916,17.8495,4.3995,0.0,70.35078,82.35212,54.735725
2015-01-30 00:00:00+00:00,32.806671,-86.79113,22.33161,51.0,9.1536665,14.7495,3.5495,2.0,62.642254,85.68512,42.729443
2015-01-31 00:00:00+00:00,32.806671,-86.79113,12.224107,3.0,5.9099174,13.3995,0.5495,0.0,56.222584,71.82203,36.98725
2015-02-01 00:00:00+00:00,32.806671,-86.79113,18.289274,61.0,9.009917,15.0995,5.4995,5.0,75.913734,99.670944,59.69601
2015-02-02 00:00:00+00:00,32.806671,-86.79113,24.693481,63.0,8.520333,15.0995,2.9994998,6.0,72.77013,100.0,43.921555
2015-02-03 00:00:00+00:00,32.806671,-86.79113,10.931203,3.0,2.55575,8.7495,-1.3505,0.0,57.161438,66.20788,44.9609
2015-02-04 00:00:00+00:00,32.806671,-86.79113,8.891343,3.0,5.6494994,10.2495,2.0995,0.0,66.918274,78.497505,50.62785
2015-02-05 00:00:00+00:00,32.806671,-86.79113,20.008356,3.0,6.1286654,9.2495,4.4995,0.0,68.77633,88.40802,38.92849
2015-02-06 00:00:00+00:00,32.806671,-86.79113,14.471821,3.0,3.6515834,11.5995,-1.9004999,0.0,50.071285,66.314186,36.213184
2015-02-07 00:00:00+00:00,32.806671,-86.79113,12.6462,0.0,7.551582,16.4495,1.5995001,0.0,62.81336,83.97249,36.17598
2015-02-08 00:00:00+00:00,32.806671,-86.79113,16.08761,3.0,11.5911665,19.3995,6.7995,0.0,76.8083,95.96293,53.449364
2015-02-09 00:00:00+00:00,32.806671,-86.79113,17.873556,61.0,14.439083,17.7995,12.1995,9.0,83.93354,100.0,69.14175
2015-02-10 00:00:00+00:00,32.806671,-86.79113,19.469975,1.0,7.351583,12.4995,2.2494998,0.0,61.878063,71.32318,50.027557
2015-02-11 00:00:00+00:00,32.806671,-86.79113,11.609651,0.0,6.7369995,15.2495,0.6995,0.0,68.50657,88.065155,45.206345
2015-02-12 00:00:00+00:00,32.806671,-86.79113,22.728518,3.0,6.809917,11.0995,3.8495,0.0,63.867413,80.49137,37.06756
2015-02-13 00:00:00+00:00,32.806671,-86.79113,17.414476,3.0,1.6036667,7.1495,-1.9504999,0.0,40.491116,46.540268,33.94725
2015-02-14 00:00:00+00:00,32.806671,-86.79113,15.158522,3.0,5.682833,15.2994995,-0.1005,0.0,55.10648,65.72701,43.228653
