date,latitude,longitude,wind_speed_10m_max,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_hours,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min
2015-01-01 00:00:00+00:00,45.367584,-68.972168,21.096123,3.0,-10.450334,-4.517,-15.217,0.0,59.814,68.040504,45.2002
2015-01-02 00:00:00+00:00,45.367584,-68.972168,22.392462,71.0,-7.5211673,-5.467,-10.516999,0.0,59.899837,74.06852,44.59681
2015-01-03 00:00:00+00:00,45.367584,-68.972168,16.516901,3.0,-14.960748,-11.316999,-18.767,0.0,59.4287,68.34341,45.205303
2015-01-04 00:00:00+00:00,45.367584,-68.972168,12.605142,75.0,-7.1336675,-1.367,-13.066999,17.0,84.54444,97.104225,52.164803
2015-01-05 00:00:00+00:00,45.367584,-68.972168,27.419146,53.0,-5.0919995,1.933,-15.667,1.0,73.07845,98.19833,52.82157
2015-01-06 00:00:00+00:00,45.367584,-68.972168,23.795427,3.0,-19.36075,-15.367,-23.067001,0.0,61.391552,69.2999,54.16142
2015-01-07 00:00:00+00:00,45.367584,-68.972168,8.891344,71.0,-14.916999,-10.167,-17.217001,0.0,73.60401,81.27646,63.715477
2015-01-08 00:00:00+00:00,45.367584,-68.972168,25.7041,71.0,-21.862833,-12.117,-27.667,1.0,62.306335,74.82511,47.956715
2015-01-09 00:00:00+00:00,45.367584,-68.972168,23.269482,73.0,-13.306582,-6.817,-20.917,8.0,72.083015,77.68418,58.832436
2015-01-10 00:00:00+00:00,45.367584,-68.972168,21.288757,3.0,-12.614915,-8.417,-16.517,0.0,68.39545,79.430244,44.739605
2015-01-11 00:00:00+00:00,45.367584,-68.972168,14.05845,3.0,-13.177417,-7.617,-16.867,0.0,69.85798,77.226036,56.543488
2015-01-12 00:00:00+00:00,45.367584,-68.972168,12.4811535,73.0,-8.812833,-4.867,-11.217,11.0,81.11001,92.288895,72.45701
2015-01-13 00:00:00+00:00,45.367584,-68.972168,18.486622,73.0,-12.500333,-4.967,-18.467001,3.0,69.37546,92.292015,48.212574
2015-01-14 00:00:00+00:00,45.367584,-68.972168,9.511088,3.0,-17.921165,-11.266999,-23.517,0.0,64.94448,79.63776,43.81322
2015-01-15 00:00:00+00:00,45.367584,-68.972168,8.766573,71.0,-11.746165,-6.817,-15.667,0.0,78.701,86.25119,63.253952
2015-01-16 00:00:00+00:00,45.367584,-68.972168,25.277025,73.0,-7.483667,-2.7670002,-12.467,9.0,77.16048,91.44165,52.630924
2015-01-17 00:00:00+00:00,45.367584,-68.972168,23.847115,2.0,-19.164919,-14.016999,-23.067001,0.0,58.076183,66.16009,43.54134
2015-01-18 00:00:00+00:00,45.367584,-68.972168,20.291357,71.0,-8.814919,3.833,-20.617,5.0,79.9589,93.18622,63.366264
2015-01-19 00:00:00+00:00,45.367584,-68.972168,25.212852,63.0,3.7955,5.883,0.333,9.0,88.025696,99.651245,64.15687
2015-01-20 00:00:00+00:00,45.367584,-68.972168,19.44,3.0,-8.327415,-0.317,-13.766999,0.0,68.46759,80.18329,55.56386
2015-01-21 00:00:00+00:00,45.367584,-68.972168,16.09969,3.0,-14.119083,-8.717,-17.067001,0.0,65.61706,72.30896,53.48124
2015-01-22 00:00:00+00:00,45.367584,-68.972168,8.28,3.0,-12.975333,-6.117,-17.317001,0.0,69.59312,76.63791,54.38025
2015-01-23 00:00:00+00:00,45.367584,-68.972168,14.77755,3.0,-10.62325,-4.467,-14.167,0.0,70.30176,79.78582,54.4349
2015-01-24 00:00:00+00:00,45.367584,-68.972168,13.397612,71.0,-6.1544995,-2.2670002,-9.566999,6.0,76.80693,84.68161,64.10117
2015-01-25 00:00:00+00:00,45.367584,-68.972168,24.288662,73.0,-6.042,-3.0170002,-13.617,3.0,70.65134,85.010925,52.594696
2015-01-26 00:00:00+00:00,45.367584,-68.972168,21.933426,3.0,-16.142,-12.367,-20.217001,0.0,64.088295,76.75775,43.870148
2015-01-27 00:00:00+00:00,45.367584,-68.972168,40.340885,75.0,-15.31075,-13.266999,-16.217001,16.0,69.286674,76.19579,61.887157
2015-01-28 00:00:00+00:00,45.367584,-68.972168,30.396025,73.0,-11.233665,-7.967,-13.217,14.0,66.36376,72.46129,56.92719
2015-01-29 00:00:00+00:00,45.367584,-68.972168,17.414474,3.0,-11.267001,-4.067,-17.367,0.0,59.949688,74.15425,32.0049
